customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8552-UFZJF,Male,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.43,1733.43,No
7688-QVJKD,Female,1,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,65.68,1253.07,No
5514-NVLVC,Female,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.19,1464.45,No
8326-UHVQY,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),94.14,3803.26,No
9461-GHZPH,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,93.99,3524.01,No
9915-QGDXM,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.81,768.65,No
4050-BCQLT,Male,1,No,Yes,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.99,1676.88,No
2456-NZQAK,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.92,315.44,Yes
7957-NWAHU,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.22,2658.87,No
9127-RPXXA,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.95,3328.4,No
1769-WJWES,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,63.37,62.46,No
5114-UMDHY,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),86.32,1838.52,No
7430-SXDRU,Male,1,Yes,No,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.81,3190.4,No
8585-FRFWF,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.23,2256.5,No
6165-EEDFL,Male,0,No,Yes,18,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.16,1317.38,No
4227-SEVEF,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.75,961.4,Yes
9700-JHVZW,Male,1,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,78.58,990.17,Yes
9213-GQXKK,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.72,5284.52,No
5066-JCZCE,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.88,1842.09,No
4852-TXGYD,Male,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,99.83,1941.46,No
2323-MQZWR,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.73,368.8,Yes
6881-CGMYM,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.38,3280.33,No
9861-BLZDG,Female,1,No,No,28,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.47,1669.47,No
3312-CXLUX,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,4520.34,No
4500-MMHWY,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.61,4476.78,No
4512-YVTTA,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,104.41,2415.02,Yes
7786-TAAPV,Male,1,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,57.94,2026.85,No
9543-HYSYJ,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),72.07,502.18,No
6253-WXYNH,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.05,5236.74,No
1606-BUWPR,Female,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.11,3600.82,Yes
8279-VKXTZ,Male,1,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,267.42,Yes
4086-SUNJH,Male,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,91.25,1273.64,Yes
6291-TQLEH,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.97,2301.99,Yes
6166-RULHC,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.51,4001.44,No
8405-WRRQT,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.01,1034.36,Yes
7118-ZUSUE,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.88,87.11,No
4874-QUQQE,Male,0,Yes,No,41,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.44,2678.44,No
5308-QXQMW,Male,1,Yes,No,51,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,67.98,3402.17,No
5380-JCDWE,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.72,302.71,Yes
7863-UXRZL,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,92.08,2722.15,No
3496-JVPSD,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.61,4782.45,No
4912-SZWHX,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,88.97,1996.73,No
2287-GEQSA,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),60.38,350.3,No
8334-MQCMS,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.38,1636.0,No
5533-RBYVC,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,87.79,604.18,No
4784-GESAV,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.19,116.35,No
3705-QDVWG,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.43,1645.83,Yes
9505-WJSHB,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),62.86,3124.86,No
9394-ZGUHF,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.47,1163.28,No
2664-QJVCY,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,82.28,1369.61,No
5077-NURTB,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.65,420.07,Yes
1089-RYDSX,Female,0,No,No,69,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.01,3638.21,No
2304-DBWAA,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,95.9, ,No
1401-UJHWR,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.49,5836.66,Yes
2867-JRUHX,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,93.82,2951.05,No
6578-HMJMM,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.08,364.22,No
7619-KMJGM,Female,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.47,629.68,No
1291-AZYPZ,Female,0,No,Yes,22,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.38,1551.57,No
8524-KAJHZ,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.49,329.66,Yes
1083-AUJLK,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.92,1026.1,No
7110-BPBXN,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.13,1075.6,No
5034-TKMHY,Female,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.67,727.15,No
9271-TSAYY,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.51,3871.24,Yes
1418-TQPFG,Female,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.08,1922.16,No
9708-STSNJ,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,74.48,561.54,No
7044-PATQE,Female,0,No,Yes,53,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.71,2947.9,No
6560-FREGM,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.45,377.93,No
4304-UCGNN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.65,47.01,Yes
6525-RMHVT,Female,1,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.16,1993.52,Yes
6900-ESQSD,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.52,2119.56,No
1560-XENYZ,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.91,4288.57,No
4844-YLXKV,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.6,696.26,No
3092-QVRSR,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.2,5071.75,No
6532-LAGRR,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,88.41,5846.32,No
8236-SFZMY,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.89,2401.2,Yes
8479-NANPW,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.45,1112.35,No
2589-QZNMA,Female,0,No,No,70,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),52.78,3399.76,No
3852-EVMVF,Male,1,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.08,2949.92,No
9349-WNYEP,Male,0,No,No,33,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.54,1986.7,No
9516-NRTBL,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.16,1314.03,No
1535-ZYVHW,Male,0,Yes,Yes,27,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,72.2,1819.81,No
4328-WKSER,Male,1,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.16,1045.45,No
9651-MRJYW,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.52,4808.85,No
1835-FBDWP,Male,1,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.66,188.09,Yes
2505-HKWWE,Male,1,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.43,1392.78,No
2091-QULBT,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),82.96,2311.88,No
2952-EPVRH,Female,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.77,2775.06,No
4584-FYDWR,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.9,6196.99,No
3334-BYLLV,Male,0,No,No,43,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.28,2497.97,No
2398-MACWM,Male,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.7,1814.1,No
7996-FRKFC,Male,0,No,No,71,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.96,4519.01,No
3203-ADSTH,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,57.3,2430.74,No
3393-TNFEA,Male,1,No,No,11,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.24,670.78,No
7416-QDDNX,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.86,504.1,No
7000-GZJEF,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.38,633.36,Yes
9573-CZAYG,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),91.46,4664.17,No
8003-XHQMY,Male,0,No,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,68.67,1979.24,No
1367-DKNDH,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.26,741.75,No
1555-XSKPE,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.81,1760.01,No
4250-XVDAK,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.52,862.65,Yes
3079-TQCDZ,Female,1,Yes,No,6,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),55.83,311.63,No
8425-JTPUZ,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.53,817.56,Yes
7535-TUHSZ,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,79.54,595.72,Yes
3693-NYLHN,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,59.0,2410.18,No
3213-BGRBW,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,97.47,2951.52,No
1139-BBTJQ,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),52.77,3277.72,No
5984-BRFTV,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.96,668.54,Yes
2471-CHJAS,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.92,1355.26,No
6385-LSVGP,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.88,1497.15,No
8553-BBLDY,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.49,1291.37,No
6683-MVFWR,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,94.23,2402.15,No
2013-LDFWD,Female,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.72,5461.83,No
7916-JCXPE,Female,0,No,Yes,61,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,87.17,5161.53,No
3693-ZJKVK,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.36,1358.66,No
5602-AYWVG,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),84.81,4526.97,No
3324-LYJDE,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.79,2378.77,No
8559-JPMBY,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.32,942.27,No
3847-UZFGU,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.18,1030.76,No
1422-ZKFWC,Male,1,No,No,61,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,62.76,3561.95,No
4066-WSRFL,Male,1,Yes,Yes,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,78.67,78.17,No
9139-SZZYM,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.82,177.75,Yes
3243-FQMJX,Male,0,No,Yes,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.75,1619.99,No
4450-BTPKD,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.82,1170.52,No
7233-XZWDT,Male,1,No,Yes,13,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.93,852.64,No
5734-DWWZA,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.53,4177.18,No
9786-RYAUK,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.41,26.27,No
8384-MTHUQ,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,312.31,No
4689-LYSND,Male,1,No,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.99,2327.65,Yes
1609-EKDTN,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.82,63.58,No
7143-BLEJC,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),84.27,3770.81,No
1059-PYYCB,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.64,959.18,No
2873-BJJQP,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.09,3491.72,Yes
6352-ULSLP,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.57,1063.67,No
4415-PJHRU,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.66,4041.88,No
5215-MBNVA,Male,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.78,4067.21,No
4707-EGWPV,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,4038.27,Yes
2653-NAHBS,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,90.86,1261.54,No
7559-AYMNK,Female,0,Yes,No,50,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.92,2719.35,No
8717-EWSXF,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.32,718.77,No
5012-DMVHP,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.85,29.59,Yes
5294-JCWPR,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.45,6814.06,No
4638-XGTRF,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.72,1296.6,No
9679-DZJYR,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.03,428.08,Yes
1233-GKAXB,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.21,1901.87,Yes
6150-JARJY,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,83.57,5739.07,No
6388-UJKQS,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.7,1986.17,Yes
3304-AZCHZ,Female,0,No,No,52,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,62.98,3262.31,No
2792-FKRPG,Female,0,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,69.64,842.9,No
