gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),56.94,1632.57,No
Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,101.98,0.0,Yes
Female,0,Yes,No,20,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,64.39,1275.61,Yes
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.11,1299.58,No
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.07,4065.82,Yes
Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.95,4571.72,Yes
Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.05,3858.18,No
Male,0,No,No,5,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.42,379.67,Yes
Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.02,6176.64,Yes
Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.66,577.29,Yes
Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.68,161.61,Yes
Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,4405.02,No
Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,62.07,1942.01,Yes
Female,0,No,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.72,1457.66,No
Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,88.12,2516.77,No
Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.07,3655.12,No
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.3,3339.61,Yes
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.85,79.54,No
Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,103.66,817.13,No
Male,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.07,5465.5,Yes
Male,0,Yes,No,35,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.71,2619.77,No
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.76,2094.99,No
Female,0,No,Yes,47,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.71,2367.91,Yes
Male,0,No,Yes,53,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.25,3399.19,No
Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,54.17,1178.29,No
Male,0,No,No,61,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.05,3853.59,Yes
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,89.64,4100.66,Yes
Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.05,1515.51,No
Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),90.7,1721.02,No
Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,995.17,No
Male,0,Yes,No,26,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.31,1766.26,No
Male,1,No,No,66,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,68.24,4312.63,No
Male,1,No,No,66,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.24,3948.1,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.4,1971.65,No
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.65,73.11,Yes
Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.79,1144.44,No
Male,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,60.07,1136.59,No
Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.52,28.13,No
Female,1,No,Yes,68,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,56.17,3639.4,No
Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.51,2048.63,Yes
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.31,867.53,Yes
Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.21,4197.57,No
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.56,2009.11,Yes
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.77,1051.81,No
Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.52,843.5,No
Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.66,1175.88,No
Male,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),88.39,4146.17,No
Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.87,405.47,No
Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.81,3848.04,No
Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.93,1389.67,No
Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.06,3518.99,No
Female,0,No,Yes,69,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),67.25,4521.43,No
Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.98,5788.13,No
Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.14,845.54,No
Female,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.92,619.08,No
Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,69.18,2194.33,No
Female,1,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),98.58,3253.22,No
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.96,274.38,No
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,90.86,6126.53,Yes
Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,86.45,3323.85,Yes
Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.15,228.27,No
Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.27,5364.67,No
Male,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.44,5069.38,Yes
Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,73.15,2756.62,No
Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,90.6,5902.3,No
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.88,5445.63,Yes
Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.35,2230.12,No
Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.84,1949.09,No
Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.42,223.84,Yes
Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.42,48.27,No
Female,0,Yes,No,42,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.07,3079.64,No
Male,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,55.41,2775.65,No
Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,85.44,4918.94,No
Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.75,4048.41,Yes
Female,0,No,No,22,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.96,1467.48,No
Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.84,5486.75,No
Male,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,764.52,No
Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.92,3906.98,Yes
Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,1349.68,Yes
Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.41,1023.69,No
Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.15,582.53,No
Female,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,70.55,4367.64,No
Female,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.59,3462.44,No
Female,0,No,Yes,49,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.13,3642.35,Yes
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,72.21,4933.49,No
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,57.44,3604.89,No
Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,85.09,398.55,No
Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,62.34,930.14,No
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,66.28,489.66,No
Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.83,1971.82,No
Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.38,3340.06,No
Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,96.34,890.24,No
Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,49.16,288.26,No
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.27,3526.18,Yes
Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.66,1450.12,No
Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.32,2038.33,Yes
Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,91.4,4408.6,No
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.38,3312.97,No
Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.4,2846.29,Yes
Male,0,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.0,205.75,Yes
Male,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,65.69,3542.75,Yes
Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.84,4155.76,No
Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.87,765.18,No
Female,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,228.21,No
Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.91,924.57,Yes
Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,54.16,675.05,Yes
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.37,5585.4,No
Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),85.26,5491.62,No
Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,99.27,570.35,No
Female,0,No,No,17,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,58.32,928.23,No
Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),90.42,1773.31,Yes
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.4,1662.59,No
Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.35,987.71,No
Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.53,1755.05,No
Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,93.86,1554.96,No
Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.36,106.42,Yes
Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.38,2610.12,Yes
Male,1,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.76,3066.0,No
Male,1,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.15,1467.8,No
Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.43,2550.09,No
Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.37,1379.74,No
Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,58.9,174.45,No
Female,1,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.83,2515.52,Yes
Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,87.21,3131.64,No
Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,94.6,89.31,No
Male,1,No,No,68,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),73.66,4838.5,No
Male,0,Yes,No,51,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.79,3285.04,No
Male,1,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),69.53,1556.17,No
Male,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,63.22,1459.76,No
Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.12,1717.36,Yes
Female,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),67.73,4180.49,No
Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.7,1127.91,No
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.44,149.25,Yes
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),82.08,1774.17,No
Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.1,5130.6,Yes
Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.08,749.7,No
Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,97.76,5377.31,No
Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.75,978.82,No
Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.43,1574.68,No
Male,0,No,Yes,38,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.48,2374.84,No
Male,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),52.69,2778.76,No
Female,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.49,1896.92,Yes
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),84.01,1347.98,Yes
Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.31,1760.11,No
Male,0,No,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,61.61,1730.45,No
Female,1,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.61,0.0,Yes
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.96,2501.77,No
Male,1,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.35,2638.81,No
Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),97.23,1628.95,No
Female,1,No,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.33,6134.05,No
Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.59,3275.32,Yes
Female,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.32,565.33,No
Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),82.89,3944.57,No
Male,1,Yes,Yes,46,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.08,2393.72,No
Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.55,2317.38,Yes
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),99.19,6984.87,No
Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.59,2253.02,No
